12,13	0
14	1
15	2
16,18	3
19,20	4
21,22	5
23	6
24,30	7
31	8
32,33	9
34,35	10
36	11
37	12
38	13
39,42	14
43	15
44	16
42,44	17
45	18
46,47	19
48	20
49	21
50	22
51,53	23
54,56	24
57	25
58	26
59	27
60	28
61,63	29
64	30
65	31
66	32
67	33
68	34
69,70	35
71	36
72,73	37
74	38
75,76	39
77	40
78	41
79	42
80	43
81,82	44
83	45
84,85	46
86,88	47
89	48
90,92	49
93	50
94,97	51
98	52
99	53
100	54
101,102	55
103,104	56
105	57
106,108	58
109	59
110,113	60
114	61
115,116	62
117	63
118	64
119	65
120	66
121	67
122	68
123	69
124,125	70
126	71
127,131	72
132	73
133,135	74
136,139	75
140,143	76
144	77
145,146	78
147,148	79
149,153	80
154,155	81
156	82
157,159	83
160,161	84
162	85
163	86
164,167	87
168,172	88
173,175	89
176,178	90
179,181	91
182	92
183,184	93
185	94
186,188	95
189	96
190,194	97
195	98
196	99
197,201	100
202	101
203	102
204	103
205	104
206,207	105
208	106
209	107
210	108
211,212	109
213	110
214,215	111
216	112
217	113
218,220	114
221,222	115
223	116
224,225	117
226,227	118
228,229	119
230,237	120
238,241	121
242,243	122
244	123
245	124
246	125
247	126
248,249	127
250	128
251	129
252,253	130
254	131
255,258	132
259,260	133
261	134
262,263	135
264	136
265,270	137
271,274	138
275,278	139
279,282	140
283	141
284,285	142
286	143
287,288	144
289,290	145
291,292	146
293,296	147
297,298	148
299,303	149
304,305	150
306	151
307,309	152
310	153
311,314	154
315	155
316,317	156
318,319	157
320	158
321	159
322,323	160
324,326	161
327,330	162
331,332	163
333,334	164
335,336	165
337	166
338,339	167
340,350	168
351,352	169
353	170
354,355	171
356	172
357,358	173
359	174
360	175
361	176
362,364	177
365	178
366,368	179
369,370	180
371,373	181
374,375	182
376,377	183
378	184
379	185
380,383	186
384,386	187
387,391	188
392,393	189
394	190
395	191
396,398	192
399,401	193
402,405	194
406,407	195
408,410	196
411,412	197
413,414	198
415	199
416,417	200
418,420	201
421,422	202
423,425	203
426	204
427	205
428	206
429	207
430	208
431	209
432	210
433,434	211
435	212
436	213
437	214
438	215
439	216
440	217
441	218
442	219
443	220
444	221
445	222
446	223
447,450	224
451	225
452	226
453	227
454,456	228
457	229
458	230
459,460	231
461	232
462	233
463,464	234
465,473	235
474,478	236
479,480	237
481	238
482	239
483	240
484	241
485,486	242
487,488	243
489	244
490	245
491	246
492	247
493,494	248
495	249
496	250
497,498	251
499,500	252
501	253
502	254
503	255
504,505	256
506	257
507,510	258
511	259
512	260
513,514	261
515	262
516	263
517,518	264
519	265
520,521	266
522,524	267
525,526	268
527	269
528,530	270
531,532	271
533,534	272
535	273
536,537	274
538,539	275
540	276
541	277
542	278
543,549	279
550	280
551,552	281
553	282
554	283
555,556	284
557	285
558,560	286
561	287
562	288
563	289
564,566	290
567,568	291
569,570	292
571	293
572,576	294
577,578	295
579,580	296
581,583	297
584,585	298
586,589	299
590,591	300
592	301
593,596	302
597,598	303
599,603	304
604	305
605	306
606	307
607	308
608,609	309
610	310
611	311
612,617	312
618,619	313
620,623	314
624,625	315
626	316
627	317
628,630	318
631,639	319
640,641	320
642,643	321
644,647	322
648	323
649,650	324
651	325
652	326
653,655	327
656,658	328
659,660	329
661,663	330
664,665	331
666,670	332
671,672	333
673	334
674	335
675,679	336
680	337
681,682	338
683	339
684	340
685,687	341
688	342
689,690	343
691,692	344
693,694	345
695,696	346
697,699	347
700	348
701	349
702	350
703	351
704,705	352
706	353
707	354
708	355
709	356
710,712	357
713	358
714	359
715,717	360
718	361
719,720	362
721,722	363
723,725	364
726	365
